Bairro;Valor;Area;Tipo;Suíte;Quarto;Vaga
samambaia;269000.0;59.0;Apartamento;1.0;2.0;1.0
samambaia;230000.0;61.0;Apartamento;1.0;2.0;1.0
samambaia;199000.0;53.0;Apartamento;;2.0;1.0
samambaia;289114.0;59.0;Apartamento;1.0;2.0;1.0
samambaia;261000.0;54.0;Apartamento;1.0;2.0;1.0
samambaia;180490.0;42.0;Apartamento;;2.0;1.0
samambaia;201500.0;61.0;Apartamento;1.0;2.0;1.0
samambaia;240000.0;64.0;Apartamento;1.0;3.0;
samambaia;253000.0;43.0;Apartamento;;2.0;1.0
samambaia;250000.0;60.0;Apartamento;1.0;3.0;1.0
samambaia;205000.0;45.0;Apartamento;1.0;2.0;1.0
samambaia;212467.0;45.0;Apartamento;;2.0;1.0
samambaia;269000.0;50.0;Apartamento;1.0;2.0;1.0
samambaia;189990.0;59.0;Apartamento;1.0;2.0;1.0
samambaia;230000.0;52.0;Apartamento;1.0;2.0;1.0
samambaia;377000.0;96.0;Apartamento;;2.0;1.0
samambaia;200000.0;80.0;Casa;;3.0;1.0
samambaia;249000.0;120.0;Casa;;4.0;3.0
samambaia;223000.0;48.0;Apartamento;1.0;2.0;1.0
sobradinho;1549000.0;425.0;Casa;;3.0;
sobradinho;650000.0;187.0;Casa;1.0;4.0;2.0
sobradinho;130000.0;30.0;Kitnet;;1.0;
sobradinho;980000.0;460.0;Casa;3.0;3.0;6.0
sobradinho;1599000.0;260.0;Casa;4.0;4.0;
sobradinho;150000.0;40.0;Apartamento;;1.0;
sobradinho;670000.0;125.0;Casa;2.0;2.0;7.0
sobradinho;155000.0;60.0;Apartamento;;2.0;
sobradinho;1350000.0;250.0;Casa;3.0;3.0;
sobradinho;630000.0;248.0;Casa;2.0;6.0;4.0
sobradinho;440000.0;88.0;Apartamento;1.0;3.0;1.0
sobradinho;740000.0;220.0;Casa;2.0;3.0;3.0
sobradinho;750000.0;198.0;Casa;3.0;4.0;3.0
sobradinho;270000.0;125.0;Apartamento;;2.0;
sobradinho;1790000.0;307.0;Casa;4.0;4.0;2.0
sobradinho;950000.0;349.0;Casa;4.0;5.0;3.0
sobradinho;923000.0;450.0;Casa;3.0;5.0;1.0
sobradinho;1690000.0;600.0;Casa;3.0;4.0;3.0
sobradinho;700000.0;304.0;Casa;2.0;5.0;4.0
sobradinho;890000.0;291.0;Casa;4.0;4.0;2.0
sobradinho;1350000.0;709.0;Casa;4.0;4.0;4.0
sobradinho;699000.0;345.0;Casa;2.0;4.0;3.0
sobradinho;450000.0;140.0;Casa;2.0;3.0;4.0
sobradinho;180000.0;70.0;Apartamento;;2.0;
sobradinho;700000.0;320.0;Casa;1.0;4.0;4.0
sobradinho;85500.0;29.0;Apartamento;1.0;1.0;
sobradinho;780000.0;264.0;Casa;1.0;3.0;4.0
sobradinho;800000.0;310.0;Casa;1.0;3.0;2.0
sobradinho;580000.0;353.0;Casa;1.0;4.0;4.0
sobradinho;630000.0;700.0;Casa;3.0;4.0;4.0
sobradinho;1600000.0;520.0;Casa;3.0;4.0;4.0
sobradinho;715000.0;326.0;Casa;3.0;4.0;4.0
sobradinho;185000.0;45.0;Apartamento;;2.0;
sobradinho;1790000.0;386.0;Casa;5.0;5.0;3.0
sobradinho;250000.0;200.0;Casa;;3.0;2.0
sobradinho;600000.0;600.0;Casa;3.0;6.0;3.0
sobradinho;1600000.0;326.0;Casa;5.0;5.0;4.0
sobradinho;900000.0;573.0;Casa;2.0;5.0;4.0
sobradinho;1200000.0;200.0;Casa;2.0;5.0;3.0
sobradinho;1900000.0;822.0;Casa;4.0;4.0;6.0
sobradinho;255000.0;55.0;Apartamento;;2.0;
sobradinho;360000.0;65.0;Apartamento;1.0;2.0;1.0
sobradinho;500000.0;68.0;Apartamento;1.0;3.0;1.0
guara;699900.0;87.0;Apartamento;1.0;3.0;1.0
guara;359000.0;55.0;Apartamento;1.0;2.0;1.0
guara;455000.0;91.0;Casa;1.0;3.0;3.0
guara;345000.0;90.0;Casa;;3.0;2.0
guara;241000.0;29.0;Apartamento;1.0;1.0;1.0
guara;1199900.0;416.0;Casa;3.0;3.0;3.0
guara;630000.0;270.0;Casa;2.0;3.0;3.0
guara;400000.0;70.0;Apartamento;;2.0;2.0
guara;879000.0;450.0;Casa;2.0;4.0;3.0
guara;260000.0;43.0;Apartamento;;2.0;1.0
guara;297000.0;61.0;Apartamento;;2.0;1.0
guara;989000.0;460.0;Casa;2.0;5.0;4.0
guara;749900.0;200.0;Casa;1.0;4.0;2.0
guara;1460000.0;97.0;Apartamento;1.0;3.0;2.0
guara;207000.0;32.0;Apartamento;;1.0;
guara;1699000.0;360.0;Casa;5.0;6.0;4.0
guara;900000.0;261.0;Casa;2.0;3.0;2.0
guara;1500000.0;620.0;Casa;4.0;5.0;8.0
guara;695000.0;308.0;Casa;1.0;5.0;3.0
guara;594000.0;110.0;Casa;1.0;4.0;3.0
guara;570000.0;62.0;Apartamento;1.0;2.0;1.0
guara;850000.0;360.0;Casa;5.0;7.0;2.0
guara;899999.0;246.0;Casa;1.0;4.0;4.0
guara;315000.0;49.0;Apartamento;1.0;2.0;1.0
guara;529990.0;66.0;Apartamento;1.0;2.0;1.0
guara;300000.0;71.0;Apartamento;;2.0;1.0
guara;327654.0;39.0;Apartamento;;2.0;1.0
guara;650000.0;200.0;Casa;;2.0;4.0
guara;1150000.0;86.0;Apartamento;1.0;2.0;2.0
guara;241032.0;31.0;Apartamento;1.0;1.0;1.0
guara;500000.0;84.0;Apartamento;1.0;2.0;1.0
guara;1450000.0;319.0;Casa;3.0;4.0;3.0
guara;1020000.0;290.0;Casa;2.0;5.0;2.0
guara;799000.0;300.0;Casa;1.0;4.0;2.0
guara;310000.0;56.0;Apartamento;;2.0;1.0
guara;580000.0;100.0;Casa;;3.0;2.0
guara;0.0;114.0;Apartamento;1.0;3.0;2.0
guara;380000.0;128.0;Casa;2.0;3.0;2.0
guara;539162.0;58.0;Apartamento;1.0;2.0;2.0
guara;580000.0;62.0;Apartamento;;2.0;1.0
guara;490000.0;56.0;Apartamento;1.0;2.0;2.0
guara;1349900.0;400.0;Casa;3.0;3.0;6.0
guara;890000.0;250.0;Casa;1.0;2.0;2.0
guara;720000.0;164.0;Casa;1.0;3.0;1.0
guara;140000.0;55.0;Apartamento;;2.0;
guara;1420000.0;300.0;Casa;;4.0;2.0
guara;280000.0;62.0;Apartamento;;2.0;1.0
guara;290000.0;55.0;Apartamento;;2.0;2.0
guara;1249900.0;350.0;Casa;3.0;3.0;10.0
guara;790000.0;200.0;Casa;1.0;4.0;3.0
guara;720000.0;83.0;Apartamento;1.0;3.0;2.0
guara;395000.0;60.0;Apartamento;;2.0;1.0
guara;2050000.0;228.0;Apartamento;3.0;3.0;3.0
guara;140000.0;52.0;Apartamento;;2.0;
guara;1350000.0;411.0;Casa;3.0;4.0;9.0
guara;380000.0;90.0;Casa;1.0;2.0;2.0
guara;1290000.0;750.0;Casa;4.0;6.0;11.0
ceilandia;250000.0;135.0;Casa;1.0;3.0;2.0
ceilandia;450000.0;190.0;Casa;2.0;4.0;2.0
ceilandia;179971.0;50.0;Apartamento;;2.0;1.0
ceilandia;380000.0;203.0;Casa;1.0;2.0;2.0
ceilandia;210000.0;46.0;Apartamento;1.0;2.0;1.0
ceilandia;305500.0;45.0;Apartamento;1.0;2.0;1.0
ceilandia;279000.0;60.0;Apartamento;1.0;2.0;1.0
ceilandia;270000.0;135.0;Casa;1.0;3.0;3.0
ceilandia;179987.0;47.0;Apartamento;;2.0;1.0
ceilandia;230000.0;58.0;Apartamento;1.0;2.0;1.0
ceilandia;285000.0;70.0;Casa;;2.0;2.0
ceilandia;489000.0;250.0;Casa;;3.0;1.0
ceilandia;193000.0;46.0;Apartamento;;2.0;1.0
ceilandia;329000.0;140.0;Casa;;3.0;2.0
ceilandia;195000.0;49.0;Casa;;2.0;1.0
ceilandia;190000.0;238.0;Casa;1.0;6.0;3.0
ceilandia;200000.0;57.0;Apartamento;1.0;2.0;1.0
ceilandia;497000.0;255.0;Casa;2.0;5.0;2.0
ceilandia;400000.0;400.0;Casa;1.0;4.0;3.0
ceilandia;195000.0;45.0;Apartamento;1.0;2.0;1.0
ceilandia;340000.0;160.0;Casa;;3.0;2.0
ceilandia;205000.0;47.0;Apartamento;;2.0;1.0
ceilandia;380000.0;227.0;Casa;2.0;4.0;2.0
ceilandia;298000.0;250.0;Casa;1.0;3.0;4.0
ceilandia;700000.0;250.0;Casa;5.0;5.0;4.0
ceilandia;330000.0;135.0;Casa;1.0;3.0;2.0
ceilandia;320000.0;144.0;Casa;1.0;3.0;2.0
ceilandia;390000.0;100.0;Casa;1.0;4.0;4.0
ceilandia;315000.0;185.0;Casa;;3.0;4.0
ceilandia;450000.0;88.0;Apartamento;3.0;3.0;2.0
ceilandia;245000.0;60.0;Apartamento;1.0;2.0;1.0
ceilandia;195000.0;44.0;Apartamento;;2.0;1.0
ceilandia;479000.0;190.0;Casa;2.0;3.0;6.0
ceilandia;150000.0;195.0;Casa;;2.0;6.0
ceilandia;330000.0;125.0;Casa;1.0;3.0;2.0
ceilandia;265000.0;135.0;Casa;;3.0;2.0
ceilandia;280000.0;210.0;Casa;1.0;7.0;3.0
ceilandia;299000.0;123.0;Casa;;3.0;2.0
ceilandia;280000.0;135.0;Casa;;3.0;2.0
ceilandia;220000.0;65.0;Apartamento;;2.0;1.0
ceilandia;220000.0;86.0;Apartamento;;2.0;1.0
ceilandia;390000.0;107.0;Apartamento;1.0;2.0;1.0
ceilandia;267500.0;47.0;Apartamento;1.0;2.0;1.0
ceilandia;235000.0;44.0;Apartamento;;2.0;1.0
ceilandia;3700000.0;185.0;Apartamento;3.0;3.0;
ceilandia;320000.0;170.0;Casa;1.0;3.0;2.0
ceilandia;230000.0;135.0;Casa;;2.0;2.0
ceilandia;290000.0;250.0;Casa;;1.0;7.0
ceilandia;200000.0;63.0;Apartamento;;2.0;1.0
ceilandia;330000.0;65.0;Apartamento;1.0;3.0;1.0
ceilandia;229000.0;100.0;Casa;;2.0;2.0
ceilandia;155000.0;112.0;Casa;;3.0;2.0
ceilandia;250000.0;67.0;Apartamento;1.0;3.0;1.0
gama;950000.0;300.0;Casa;3.0;3.0;
gama;188756.0;39.0;Apartamento;;1.0;
gama;323000.0;70.0;Apartamento;1.0;3.0;1.0
gama;790000.0;450.0;Casa;4.0;4.0;4.0
gama;790000.0;335.0;Casa;3.0;6.0;10.0
gama;235657.0;53.0;Apartamento;1.0;2.0;
gama;217658.0;39.0;Apartamento;;1.0;1.0
gama;340000.0;70.0;Apartamento;1.0;3.0;2.0
gama;340000.0;150.0;Casa;1.0;2.0;2.0
gama;1049000.0;400.0;Casa;3.0;3.0;3.0
gama;335000.0;65.0;Apartamento;1.0;3.0;1.0
gama;325000.0;275.0;Casa;;3.0;2.0
gama;263911.0;54.0;Apartamento;1.0;2.0;1.0
gama;155000.0;48.0;Apartamento;;2.0;1.0
gama;450000.0;72.0;Apartamento;1.0;3.0;1.0
gama;340000.0;196.0;Casa;2.0;3.0;3.0
gama;199000.0;20.0;Apartamento;;2.0;1.0
gama;690000.0;107.0;Apartamento;1.0;3.0;2.0
gama;390000.0;275.0;Casa;;4.0;3.0
gama;480000.0;400.0;Casa;1.0;3.0;
gama;390000.0;250.0;Casa;;3.0;3.0
gama;238000.0;54.0;Apartamento;1.0;2.0;1.0
gama;228412.0;53.0;Apartamento;1.0;2.0;1.0
gama;780000.0;270.0;Casa;3.0;3.0;2.0
gama;650000.0;290.0;Casa;1.0;4.0;6.0
gama;160000.0;58.0;Apartamento;;2.0;1.0
gama;630000.0;107.0;Apartamento;2.0;3.0;2.0
gama;125000.0;39.0;Apartamento;;2.0;
gama;950000.0;1500.0;Casa;3.0;6.0;10.0
gama;600000.0;400.0;Casa;3.0;4.0;4.0
gama;125000.0;39.0;Apartamento;;1.0;
gama;1020000.0;1200.0;Casa;2.0;4.0;5.0
gama;110000.0;39.0;Apartamento;;1.0;
gama;630000.0;320.0;Casa;1.0;3.0;4.0
gama;750000.0;134.0;Apartamento;1.0;4.0;2.0
gama;590000.0;1150.0;Casa;2.0;3.0;10.0
gama;800000.0;220.0;Casa;3.0;4.0;3.0
gama;390000.0;240.0;Casa;112.0;4.0;2.0
gama;230000.0;45.0;Apartamento;;3.0;1.0
gama;318000.0;78.0;Apartamento;1.0;3.0;1.0
gama;445000.0;72.0;Apartamento;1.0;3.0;1.0
gama;850000.0;400.0;Casa;4.0;4.0;6.0
gama;2750000.0;700.0;Casa;4.0;4.0;4.0
riacho-fundo;165000.0;52.0;Apartamento;;2.0;
riacho-fundo;370000.0;250.0;Casa;1.0;4.0;4.0
riacho-fundo;175000.0;54.0;Apartamento;;2.0;
riacho-fundo;130000.0;48.0;Apartamento;;2.0;
riacho-fundo;670000.0;277.0;Casa;2.0;4.0;3.0
riacho-fundo;550000.0;282.0;Casa;1.0;4.0;2.0
riacho-fundo;400000.0;200.0;Casa;1.0;3.0;2.0
riacho-fundo;225000.0;75.0;Casa;;2.0;4.0
riacho-fundo;600000.0;220.0;Casa;1.0;4.0;3.0
riacho-fundo;625000.0;261.0;Casa;2.0;4.0;4.0
riacho-fundo;1100000.0;535.0;Casa;2.0;4.0;3.0
riacho-fundo;149000.0;50.0;Apartamento;;2.0;1.0
riacho-fundo;520000.0;237.0;Casa;3.0;4.0;2.0
riacho-fundo;185000.0;80.0;Casa;;2.0;3.0
riacho-fundo;310000.0;144.0;Casa;1.0;3.0;
riacho-fundo;220000.0;50.0;Apartamento;;2.0;1.0
riacho-fundo;200000.0;55.0;Apartamento;;2.0;1.0
riacho-fundo;750000.0;240.0;Casa;1.0;4.0;3.0
riacho-fundo;620000.0;220.0;Casa;1.0;3.0;3.0
riacho-fundo;498000.0;210.0;Casa;2.0;5.0;2.0
riacho-fundo;790000.0;316.0;Casa;2.0;6.0;4.0
riacho-fundo;360000.0;72.0;Apartamento;;2.0;1.0
riacho-fundo;450000.0;120.0;Casa;2.0;3.0;4.0
riacho-fundo;850000.0;300.0;Casa;1.0;6.0;4.0
riacho-fundo;195000.0;65.0;Apartamento;;2.0;1.0
riacho-fundo;500000.0;150.0;Casa;1.0;3.0;3.0
riacho-fundo;239000.0;89.0;Apartamento;1.0;3.0;
riacho-fundo;630000.0;149.0;Casa;1.0;2.0;3.0
riacho-fundo;554900.0;210.0;Casa;2.0;4.0;2.0
riacho-fundo;335000.0;63.0;Apartamento;1.0;2.0;
riacho-fundo;780000.0;300.0;Casa;3.0;3.0;2.0
riacho-fundo;340000.0;157.0;Casa;;2.0;1.0
riacho-fundo;1200000.0;800.0;Casa;2.0;3.0;5.0
riacho-fundo;749000.0;420.0;Casa;3.0;6.0;4.0
riacho-fundo;360000.0;69.0;Apartamento;1.0;3.0;1.0
riacho-fundo;285000.0;70.0;Apartamento;;2.0;
riacho-fundo;559000.0;230.0;Casa;3.0;4.0;4.0
riacho-fundo;280000.0;140.0;Casa;;4.0;1.0
riacho-fundo;120000.0;57.0;Apartamento;;2.0;
riacho-fundo;125000.0;40.0;Kitnet;;1.0;1.0
riacho-fundo;140000.0;35.0;Apartamento;;1.0;
riacho-fundo;140000.0;39.0;Apartamento;1.0;2.0;
riacho-fundo;230000.0;95.0;Casa;1.0;3.0;1.0
riacho-fundo;79000.0;21.0;Kitnet;;1.0;
riacho-fundo;109000.0;42.0;Apartamento;1.0;2.0;
riacho-fundo;120000.0;32.0;Apartamento;;1.0;
riacho-fundo;550000.0;150.0;Casa;3.0;4.0;
riacho-fundo;78000.0;51.0;Apartamento;;2.0;1.0
riacho-fundo;290000.0;130.0;Casa;1.0;2.0;2.0
riacho-fundo;280000.0;120.0;Casa;1.0;2.0;3.0
riacho-fundo;170000.0;112.0;Casa;2.0;2.0;2.0
riacho-fundo;430000.0;180.0;Casa;2.0;4.0;3.0
riacho-fundo;140000.0;38.0;Apartamento;;1.0;
nucleo-bandeirante;520000.0;120.0;Casa;1.0;3.0;2.0
nucleo-bandeirante;800000.0;216.0;Casa;3.0;6.0;4.0
nucleo-bandeirante;270000.0;60.0;Apartamento;;3.0;
nucleo-bandeirante;270000.0;43.0;Apartamento;;2.0;
nucleo-bandeirante;589990.0;105.0;Casa;;3.0;3.0
nucleo-bandeirante;250000.0;54.0;Apartamento;;2.0;
nucleo-bandeirante;270000.0;60.0;Apartamento;;3.0;
nucleo-bandeirante;890000.0;320.0;Casa;4.0;4.0;3.0
nucleo-bandeirante;225000.0;54.0;Apartamento;;3.0;
nucleo-bandeirante;470000.0;136.0;Casa;;4.0;4.0
nucleo-bandeirante;340000.0;60.0;Apartamento;;2.0;
nucleo-bandeirante;630000.0;189.0;Casa;2.0;4.0;3.0
nucleo-bandeirante;1000000.0;202.0;Casa;1.0;3.0;3.0
nucleo-bandeirante;165000.0;37.0;Apartamento;;1.0;
nucleo-bandeirante;750000.0;180.0;Casa;2.0;4.0;4.0
nucleo-bandeirante;220000.0;45.0;Apartamento;;2.0;
nucleo-bandeirante;165000.0;45.0;Apartamento;;2.0;
nucleo-bandeirante;205000.0;55.0;Apartamento;;2.0;
nucleo-bandeirante;695000.0;240.0;Casa;2.0;4.0;1.0
nucleo-bandeirante;255000.0;56.0;Apartamento;;2.0;
nucleo-bandeirante;210000.0;58.0;Apartamento;;2.0;
nucleo-bandeirante;4900000.0;2500.0;Casa;4.0;4.0;4.0
nucleo-bandeirante;1190000.0;404.0;Casa;3.0;4.0;3.0
nucleo-bandeirante;156000.0;34.0;Apartamento;;1.0;
nucleo-bandeirante;235000.0;76.0;Apartamento;;2.0;
nucleo-bandeirante;200000.0;86.0;Apartamento;;2.0;
nucleo-bandeirante;245000.0;64.0;Apartamento;;2.0;
nucleo-bandeirante;1590000.0;800.0;Casa;4.0;5.0;8.0
nucleo-bandeirante;265000.0;60.0;Apartamento;;2.0;
nucleo-bandeirante;505000.0;120.0;Casa;;4.0;2.0
nucleo-bandeirante;260000.0;67.0;Apartamento;;2.0;
nucleo-bandeirante;920000.0;297.0;Casa;;5.0;
nucleo-bandeirante;95000.0;30.0;Apartamento;;1.0;
nucleo-bandeirante;550000.0;120.0;Casa;1.0;2.0;1.0
nucleo-bandeirante;219000.0;60.0;Apartamento;;2.0;
nucleo-bandeirante;135000.0;54.0;Apartamento;;2.0;
nucleo-bandeirante;200000.0;54.0;Apartamento;;2.0;
nucleo-bandeirante;190000.0;60.0;Apartamento;;2.0;
nucleo-bandeirante;140000.0;34.0;Apartamento;;1.0;
nucleo-bandeirante;1300000.0;540.0;Casa;3.0;3.0;5.0
nucleo-bandeirante;650000.0;360.0;Casa;;3.0;
nucleo-bandeirante;220000.0;45.0;Apartamento;;2.0;
nucleo-bandeirante;750000.0;200.0;Casa;2.0;7.0;3.0
nucleo-bandeirante;260000.0;73.0;Apartamento;1.0;2.0;
nucleo-bandeirante;790000.0;380.0;Casa;2.0;3.0;2.0
recanto-das-emas;130000.0;112.0;Casa;;3.0;3.0
recanto-das-emas;490000.0;450.0;Casa;;7.0;
recanto-das-emas;245000.0;95.0;Casa;;2.0;2.0
recanto-das-emas;420000.0;144.0;Casa;;2.0;3.0
recanto-das-emas;320000.0;115.0;Casa;1.0;3.0;2.0
recanto-das-emas;360000.0;150.0;Casa;1.0;3.0;4.0
recanto-das-emas;98000.0;80.0;Casa;1.0;3.0;2.0
recanto-das-emas;220000.0;150.0;Casa;1.0;3.0;3.0
recanto-das-emas;360000.0;260.0;Casa;1.0;4.0;3.0
recanto-das-emas;320000.0;200.0;Casa;;5.0;4.0
recanto-das-emas;340000.0;300.0;Casa;1.0;6.0;4.0
recanto-das-emas;169900.0;80.0;Casa;;2.0;3.0
recanto-das-emas;115000.0;112.0;Casa;;2.0;
recanto-das-emas;400000.0;188.0;Casa;1.0;3.0;3.0
recanto-das-emas;450000.0;750.0;Casa;2.0;3.0;5.0
recanto-das-emas;350000.0;360.0;Casa;;3.0;4.0
recanto-das-emas;230000.0;150.0;Casa;1.0;4.0;
recanto-das-emas;169900.0;70.0;Casa;;2.0;3.0
recanto-das-emas;280000.0;125.0;Casa;;2.0;2.0
recanto-das-emas;180000.0;118.0;Casa;2.0;2.0;2.0
recanto-das-emas;168000.0;150.0;Casa;;3.0;2.0
recanto-das-emas;250000.0;100.0;Casa;;4.0;3.0
recanto-das-emas;190000.0;90.0;Casa;;2.0;
recanto-das-emas;240000.0;80.0;Casa;;2.0;3.0
recanto-das-emas;259000.0;150.0;Casa;1.0;7.0;3.0
recanto-das-emas;165000.0;80.0;Casa;;2.0;2.0
recanto-das-emas;330000.0;200.0;Casa;1.0;3.0;3.0
recanto-das-emas;200000.0;165.0;Casa;1.0;3.0;4.0
recanto-das-emas;125000.0;130.0;Casa;1.0;2.0;3.0
recanto-das-emas;355000.0;150.0;Casa;1.0;3.0;2.0
recanto-das-emas;250000.0;150.0;Casa;1.0;3.0;3.0
recanto-das-emas;120000.0;60.0;Apartamento;1.0;2.0;1.0
recanto-das-emas;500000.0;480.0;Casa;6.0;7.0;
recanto-das-emas;100000.0;55.0;Apartamento;;2.0;
recanto-das-emas;270000.0;107.0;Casa;6.0;6.0;4.0
recanto-das-emas;150000.0;90.0;Casa;;3.0;
recanto-das-emas;180000.0;112.0;Casa;2.0;3.0;2.0
recanto-das-emas;349900.0;150.0;Casa;1.0;4.0;5.0
recanto-das-emas;380000.0;370.0;Casa;1.0;3.0;10.0
recanto-das-emas;130000.0;90.0;Casa;1.0;3.0;5.0
recanto-das-emas;650000.0;350.0;Casa;2.0;7.0;5.0
recanto-das-emas;430000.0;250.0;Casa;1.0;3.0;3.0
recanto-das-emas;125000.0;66.0;Apartamento;1.0;2.0;1.0
recanto-das-emas;470000.0;160.0;Casa;1.0;5.0;
recanto-das-emas;230000.0;150.0;Casa;1.0;2.0;
recanto-das-emas;420000.0;268.0;Casa;1.0;4.0;3.0
recanto-das-emas;160000.0;146.0;Casa;1.0;2.0;2.0
cruzeiro;350000.0;39.0;Apartamento;;2.0;
cruzeiro;670000.0;98.0;Apartamento;;3.0;
cruzeiro;467000.0;57.0;Apartamento;;2.0;
cruzeiro;460000.0;66.0;Apartamento;;3.0;
cruzeiro;345000.0;47.0;Apartamento;;2.0;
cruzeiro;400000.0;53.0;Apartamento;;2.0;
cruzeiro;455000.0;65.0;Apartamento;;3.0;
cruzeiro;899000.0;120.0;Casa;2.0;3.0;3.0
cruzeiro;429000.0;67.0;Apartamento;;3.0;
cruzeiro;330000.0;40.0;Apartamento;;2.0;
cruzeiro;410000.0;68.0;Apartamento;;3.0;
cruzeiro;350000.0;63.0;Apartamento;;3.0;
cruzeiro;1150000.0;340.0;Casa;4.0;5.0;4.0
cruzeiro;600000.0;62.0;Apartamento;;3.0;
cruzeiro;385000.0;44.0;Apartamento;;2.0;
cruzeiro;419000.0;63.0;Apartamento;;3.0;
cruzeiro;400000.0;62.0;Apartamento;;2.0;
cruzeiro;465000.0;57.0;Apartamento;;2.0;
cruzeiro;510000.0;63.0;Apartamento;;3.0;
cruzeiro;485000.0;62.0;Apartamento;1.0;3.0;
cruzeiro;435000.0;62.0;Apartamento;;3.0;
cruzeiro;520000.0;64.0;Apartamento;;2.0;
cruzeiro;960000.0;120.0;Casa;1.0;3.0;5.0
cruzeiro;430000.0;65.0;Apartamento;;3.0;
cruzeiro;485000.0;65.0;Apartamento;;3.0;
cruzeiro;647000.0;67.0;Apartamento;1.0;2.0;
cruzeiro;670000.0;79.0;Apartamento;1.0;3.0;2.0
cruzeiro;500000.0;52.0;Apartamento;;2.0;
cruzeiro;399000.0;64.0;Apartamento;;3.0;
cruzeiro;770000.0;100.0;Casa;2.0;4.0;4.0
cruzeiro;290000.0;37.0;Kitnet;;1.0;2.0
cruzeiro;969000.0;220.0;Casa;1.0;5.0;4.0
cruzeiro;435000.0;62.0;Apartamento;;3.0;1.0
cruzeiro;425000.0;65.0;Apartamento;;3.0;
cruzeiro;780000.0;120.0;Casa;1.0;4.0;2.0
cruzeiro;420000.0;70.0;Apartamento;1.0;3.0;
cruzeiro;620000.0;67.0;Apartamento;1.0;3.0;
cruzeiro;385000.0;57.0;Apartamento;;2.0;
cruzeiro;750000.0;137.0;Apartamento;1.0;4.0;1.0
cruzeiro;650000.0;74.0;Apartamento;1.0;3.0;
cruzeiro;430000.0;64.0;Apartamento;;3.0;
cruzeiro;510000.0;62.0;Apartamento;;3.0;
cruzeiro;700000.0;200.0;Casa;1.0;4.0;1.0
cruzeiro;670000.0;64.0;Apartamento;1.0;3.0;
cruzeiro;520000.0;63.0;Apartamento;;2.0;
cruzeiro;410000.0;80.0;Apartamento;;2.0;
cruzeiro;830000.0;90.0;Casa;;3.0;2.0
cruzeiro;485000.0;65.0;Apartamento;;3.0;
cruzeiro;420000.0;98.0;Apartamento;;3.0;1.0
cruzeiro;450000.0;70.0;Apartamento;;3.0;
cruzeiro;620000.0;64.0;Apartamento;1.0;3.0;
cruzeiro;1290000.0;270.0;Casa;;8.0;7.0
cruzeiro;470000.0;63.0;Apartamento;;3.0;
cruzeiro;450000.0;65.0;Apartamento;1.0;3.0;
cruzeiro;415000.0;61.0;Apartamento;1.0;3.0;
cruzeiro;210000.0;30.0;Kitnet;;1.0;1.0
cruzeiro;420000.0;67.0;Apartamento;1.0;3.0;
santa-maria;168000.0;60.0;Apartamento;;2.0;2.0
santa-maria;160000.0;60.0;Casa;;3.0;2.0
santa-maria;155000.0;44.0;Apartamento;;2.0;1.0
santa-maria;780000.0;550.0;Casa;;8.0;2.0
santa-maria;749900.0;200.0;Casa;2.0;4.0;4.0
santa-maria;140000.0;44.0;Apartamento;;2.0;1.0
santa-maria;698000.0;372.0;Casa;2.0;6.0;4.0
santa-maria;169000.0;45.0;Apartamento;1.0;2.0;1.0
santa-maria;286000.0;103.0;Apartamento;1.0;3.0;1.0
santa-maria;590000.0;280.0;Casa;2.0;4.0;2.0
santa-maria;200000.0;150.0;Casa;;3.0;2.0
santa-maria;230000.0;150.0;Casa;;4.0;2.0
santa-maria;182000.0;44.0;Apartamento;;2.0;
santa-maria;170000.0;72.0;Apartamento;;2.0;1.0
santa-maria;150000.0;150.0;Casa;;2.0;1.0
santa-maria;349000.0;77.0;Casa;2.0;2.0;2.0
santa-maria;145000.0;45.0;Apartamento;;2.0;1.0
santa-maria;145000.0;50.0;Apartamento;1.0;2.0;1.0
santa-maria;160000.0;88.0;Casa;;2.0;2.0
santa-maria;177000.0;60.0;Apartamento;1.0;3.0;1.0
santa-maria;179000.0;65.0;Apartamento;1.0;3.0;1.0
santa-maria;400000.0;280.0;Casa;2.0;5.0;
santa-maria;159000.0;45.0;Apartamento;;159.0;
santa-maria;190000.0;150.0;Casa;1.0;4.0;3.0
santa-maria;250000.0;150.0;Casa;1.0;5.0;2.0
santa-maria;390000.0;160.0;Casa;1.0;3.0;4.0
santa-maria;145000.0;44.0;Apartamento;;2.0;1.0
santa-maria;690000.0;400.0;Casa;3.0;5.0;3.0
santa-maria;78934.0;47.0;Apartamento;;2.0;1.0
santa-maria;185000.0;58.0;Apartamento;1.0;3.0;1.0
santa-maria;198000.0;60.0;Casa;1.0;2.0;1.0
santa-maria;650000.0;250.0;Casa;1.0;4.0;4.0
santa-maria;118785.0;60.0;Apartamento;;2.0;1.0
santa-maria;295000.0;300.0;Casa;2.0;6.0;
santa-maria;153000.0;50.0;Apartamento;;2.0;1.0
santa-maria;450000.0;250.0;Casa;1.0;5.0;2.0
santa-maria;650000.0;200.0;Casa;1.0;3.0;2.0
santa-maria;180000.0;100.0;Casa;1.0;3.0;2.0
santa-maria;105000.0;50.0;Apartamento;;2.0;1.0
santa-maria;300000.0;102.0;Apartamento;1.0;3.0;3.0
paranoa;790000.0;281.0;Casa;3.0;4.0;5.0
